time,avg_T,max_B,max_T,max_eddy_heat
3.81,300.05601996819,0.14892485032548,300.11118850218,554.74417635772
3.82,300.0585952261,0.12819097413952,300.12615594548,595.34680344675
3.83,300.06162391197,0.11139603272881,300.14095375927,618.12520844323
3.84,300.06491707101,0.099539230688906,300.15465630491,621.64934847429
3.85,300.06826919939,0.090266167847631,300.16640655183,605.69789720411
3.86,300.07147113395,0.082002123218819,300.17546986761,571.27215841058
3.87,300.07432317143,0.072484883512869,300.18128012203,520.53317430636
3.88,300.07664759303,0.061864392021806,300.18347520908,456.66597981807
3.89,300.07829980788,0.055346175387841,300.18191975564,383.67953145649
3.9,300.07917741547,0.049209326075003,300.17671359067,306.15488098308
3.91,300.079226618,0.04549262030161,300.16930745395,228.95741581895
3.92,300.07844558014,0.041184995075087,300.15987920968,156.93124575543
3.93,300.07688452532,0.036277293149011,300.1486449615,124.00035579371
3.94,300.07464256281,0.031343791951138,300.13644019845,107.43757691437
3.95,300.07186144523,0.028570182918877,300.12482981988,88.959713078306
3.96,300.06871664893,0.025947503427106,300.11451631777,69.725340166411
3.97,300.06540633792,0.024028537615482,300.10549542672,50.94019678065
3.98,300.0621389048,0.021787943095318,300.09769750337,33.78147041517
3.99,300.05911987183,0.019260859428204,300.09102421728,74.300839404364
4,300.05653897508,0.017316212014309,300.08546710338,131.82212290023
4.01,300.05455824331,0.040687771386479,300.08113733151,200.54700115559
4.02,300.05330182061,0.14936265753591,300.07851057265,276.15025976069
4.03,300.05284817209,0.25568461346031,300.0812309613,353.87510831742
4.04,300.05322516242,0.35797686873346,300.08807378481,428.83216239802
4.05,300.05440831617,0.45462620377527,300.09807696702,496.30674497561
4.06,300.05632236909,0.54410839128765,300.11104077364,552.05519722763
4.07,300.05884601265,0.62501223422907,300.12583412596,592.57157940907
4.08,300.06181953352,0.69606182123438,300.140464188,615.30800322231
4.09,300.06505486752,0.75613664849878,300.15400790152,618.83475085262
4.1,300.06834743628,0.80428929079161,300.16561065765,602.93011950931
4.11,300.07148902222,0.83976034291775,300.17454005026,568.59434616607
4.12,300.07428087288,0.86199039599086,300.18023194668,517.98673775979
4.13,300.07654621059,0.87062885964493,300.18232598017,454.28995763997
4.14,300.0781413613,0.86553949105356,300.18068823334,381.50999632243
4.15,300.07896480286,0.84680254356014,300.1754196866,304.22439602635
4.16,300.078963564,0.81471350103425,300.16798255207,227.29455007928
4.17,300.0781365715,0.76977841791408,300.15853526849,155.56015576771
4.18,300.07653473507,0.71270593842517,300.14727252557,122.82194512874
